benchmark,method,seed,duration_seconds,phase,iteration,normalized_time,loss,objective,observed_objective,optimum_loss,instantaneous_regret,response_seconds,dataset_size,spatial_x
ackley,W-DBO,0,600.0,optimization,14,0.0882764866849963,20.539951405612737,-20.539951405612737,-20.140846999686612,19.45696211127654,1.0829892943361976,2.7932720069993593,30,5.864340284111762 -10.274249056371882 -7.133526880774891
ackley,W-DBO,0,600.0,optimization,15,0.09293194002999523,20.51569971822246,-20.51569971822246,-20.583604042621428,18.558481939153925,1.957217779068536,3.976396685999134,30,5.683240075279947 -9.913176883331008 -7.592658530891889
ackley,W-DBO,0,600.0,optimization,16,0.09955926783999379,20.434599566413812,-20.434599566413812,-20.062596423627134,19.396172521331632,1.0384270450821802,1.4282990309993693,31,5.878701925272296 -10.07112144429951 -7.286682440686793
ackley,W-DBO,0,600.0,optimization,17,0.10193976622499273,20.935128882646698,-20.935128882646698,-21.03738805993181,19.499411184541625,1.4357176981050728,2.346281017000365,32,5.595152081835096 -9.656141258812514 -7.894103462877357
ackley,W-DBO,0,600.0,optimization,18,0.10585023458666001,20.49582977195898,-20.49582977195898,-20.669610677391724,18.91376596754559,1.5820638044133908,2.0663580340005865,33,6.502600290101306 -10.789180001182078 -5.9816198348734595
ackley,W-DBO,0,600.0,optimization,19,0.10929416464332765,20.720272244159784,-20.720272244159784,-20.661252646454063,18.3595081067472,2.360764137412584,2.2828982119999637,34,6.230135569982004 -10.612005036327709 -6.525754679319217
ackley,W-DBO,0,600.0,optimization,20,0.11309899499666093,20.574036892243555,-20.574036892243555,-20.330323876779712,18.880873852940393,1.6931630393031618,1.6627504050002244,35,6.100723640120478 -10.524363510885813 -6.751866922087011
ackley,W-DBO,0,600.0,optimization,21,0.11587024567166129,20.922499597808713,-20.922499597808713,-20.884456055125607,19.300713151093785,1.6217864467149283,1.844122427000002,36,6.211284463418544 -10.665953889268767 -6.595860586570705
ackley,W-DBO,0,600.0,optimization,22,0.11894378304999463,20.447436813799396,-20.447436813799396,-20.585786291309713,19.222581396982946,1.2248554168164496,2.1805364109995935,37,5.78488731998786 -10.26800926467617 -7.082836118325048
ackley,W-DBO,0,600.0,optimization,23,0.12257801040166062,20.04415864554198,-20.04415864554198,-20.361063704736743,18.495454720378447,1.548703925163533,2.366676431999622,38,5.823584510130061 -10.308763031361245 -7.102248822781284
ackley,W-DBO,0,600.0,optimization,24,0.12652247112165999,20.41123265560147,-20.41123265560147,-20.742385591999238,18.288543716762508,2.1226889388389623,2.9152919319994908,39,5.600405965023548 -10.263606932343041 -7.214486787727118
ackley,W-DBO,0,600.0,optimization,25,0.13138129100832582,20.898249132247,-20.898249132247,-20.779474604387143,19.111814377958012,1.7864347542889867,3.1370022010005414,40,6.34049745386455 -10.534125588645992 -7.2547237884896525
ackley,W-DBO,0,600.0,optimization,26,0.13660962800999338,19.95290644774376,-19.95290644774376,-19.719055823489263,18.67006774937443,1.282838698369332,3.2050037209992297,41,4.859159656062758 -9.748458547632556 -5.8443525517283845
ackley,W-DBO,0,600.0,optimization,27,0.14195130087832544,19.952468044453486,-19.952468044453486,-19.99128777477421,18.070492374744028,1.8819756697094583,3.682113193999612,42,3.440364192483891 -8.810354828970272 -4.2096802590712095
ackley,W-DBO,0,600.0,optimization,28,0.1480881562016581,20.480292484513303,-20.480292484513303,-20.73414474706228,18.962218431410324,1.5180740531029784,4.530048894999709,43,2.7821868399888032 -8.442502398050408 -3.5100367165001316
ackley,W-DBO,0,600.0,optimization,29,0.1556382376933243,19.82973937120987,-19.82973937120987,-19.623455887488063,17.812979224427874,2.0167601467819978,4.503677736999634,43,3.6635721972395885 -8.774796433746467 -4.2625350581546755
ackley,W-DBO,0,600.0,optimization,30,0.16314436725499035,20.018498869950875,-20.018498869950875,-20.32103194084428,18.72551664983976,1.2929822201111136,7.8816104990000895,44,4.168711730502906 -9.337499550544631 -5.1051938166874855
ackley,W-DBO,0,600.0,optimization,31,0.17628038475332383,19.281603489429173,-19.281603489429173,-19.450088104218946,18.185048365391907,1.0965551240372662,11.150540816999637,45,4.027051057472022 -9.244960651521616 -4.933131198889743
ackley,W-DBO,0,600.0,optimization,32,0.19486461944832323,19.618197957663707,-19.618197957663707,-19.471463088222414,18.225543390310346,1.392654567353361,5.705137986000409,46,4.159968217876404 -9.317553299187512 -5.0646773889090895
ackley,W-DBO,0,600.0,optimization,33,0.20437318275832392,19.066826560906403,-19.066826560906403,-19.59849271099661,17.067175854717977,1.9996507061884259,10.506994220000706,47,4.204863348219575 -9.332940529213914 -5.087912919259168
ackley,W-DBO,0,600.0,optimization,34,0.22188483979165843,19.086810294260626,-19.086810294260626,-18.995518406061606,17.06042796052623,2.0263823337343965,17.556124248000742,47,4.230747241089446 -9.3318210470126 -5.08416463218277
ackley,W-DBO,0,600.0,optimization,35,0.25114504687165967,18.642329454066925,-18.642329454066925,-18.7797602730132,16.002232015357713,2.640097438709212,7.7372075909997875,48,4.298250501445537 -9.336264715235078 -5.0846815716022356
ackley,W-DBO,0,600.0,optimization,36,0.2640403928566593,18.577486905086282,-18.577486905086282,-18.551666162493163,15.712566099722736,2.864920805363546,8.057130819000122,47,4.419323046888657 -9.315202251282024 -5.025240408912936
ackley,W-DBO,0,600.0,optimization,37,0.2774689442216595,18.514378928621802,-18.514378928621802,-18.53226577922231,15.760455565720077,2.753923362901725,6.141671258000315,46,4.485706171331323 -9.253102606911266 -4.918535330030249
ackley,W-DBO,0,600.0,optimization,38,0.2877050629849934,20.942087403177535,-20.942087403177535,-20.89433156298724,15.868605330215331,5.073482072962204,2.542186362999928,46,-32.0 -32.0 -32.0
ackley,W-DBO,0,600.0,optimization,39,0.29194204025665993,18.317178113868373,-18.317178113868373,-18.153158306834055,15.52209004128708,2.795088072581292,7.679550400000153,44,4.512790836217903 -9.196950294581555 -4.886618443867587
ackley,W-DBO,0,600.0,optimization,40,0.30474129092332686,18.26829655743878,-18.26829655743878,-18.44748510371319,15.337395201959275,2.930901355479506,4.315731164000681,44,4.598184887860462 -9.005260324329146 -4.641903075494131
ackley,W-DBO,0,600.0,optimization,41,0.3119341761966613,17.660672624715197,-17.660672624715197,-17.324921228304014,14.015349211134911,3.645323413580286,15.257858645999477,35,4.529151494831517 -9.09930237091234 -4.737035737455582
ackley,W-DBO,0,600.0,optimization,42,0.3373639406066604,14.92229439274786,-14.92229439274786,-14.75073205083444,13.93931269494615,0.9829816978017103,6.020134458999564,31,0.6839141915703948 -0.7082871437548413 0.8441922742208448
ackley,W-DBO,0,600.0,optimization,43,0.34739749803832637,19.302469842634203,-19.302469842634203,-19.103111641673188,13.01422790393112,6.288241938703083,2.206925765000051,31,-3.784142933393202 13.62558328460215 10.41096410991971
ackley,W-DBO,0,600.0,optimization,44,0.3510757076466598,13.485381955754754,-13.485381955754754,-13.210146448094497,13.350909520020924,0.13447243573383005,1.4489260070004093,32,-0.08267156216194849 1.0617953512058236 0.026796500767950704
ackley,W-DBO,0,600.0,optimization,45,0.3534905843249938,14.991553866040988,-14.991553866040988,-14.80546154320884,13.1165874845924,1.874966381448587,3.5170740289995592,32,-1.2573141503157537 3.499566566389852 -2.811948968892974
ackley,W-DBO,0,600.0,optimization,46,0.3593523743733264,12.910522576648347,-12.910522576648347,-12.711082618059649,11.869812305079064,1.0407102715692833,2.7556711419993007,32,0.9608337984726987 2.2803724677618433 0.9534828238543227
ackley,W-DBO,0,600.0,optimization,47,0.3639451596099919,14.211044119592938,-14.211044119592938,-14.193182767395538,12.363659617872257,1.847384501720681,3.6466339240005254,33,-0.6803288146559936 3.3176416963902398 1.7660240482960106
ackley,W-DBO,0,600.0,optimization,48,0.37002288281665946,13.839537633152544,-13.839537633152544,-14.1766575300344,12.106236474212984,1.7333011589395593,3.989085440999588,34,2.1058257441313373 2.501945970916047 -0.6236850349375693
ackley,W-DBO,0,600.0,optimization,49,0.3766713585516588,12.93390030028346,-12.93390030028346,-12.965808924181562,11.060625047271365,1.8732752530120944,2.6824648470001193,34,1.3340934554389605 1.9852034722179681 1.6277554504871645
ackley,W-DBO,0,600.0,optimization,50,0.38114213329665897,12.847689055405521,-12.847689055405521,-13.029510929955222,11.630672297344468,1.2170167580610531,1.6510411709996333,35,1.923542037532826 2.0086741482423847 2.283920398537738
ackley,W-DBO,0,600.0,optimization,51,0.38389386858165836,13.202316128585055,-13.202316128585055,-13.538483320013965,11.517811052839027,1.6845050757460278,3.2481053490000704,35,2.2096801740247543 1.9859465803325236 2.608390337296427
ackley,W-DBO,0,600.0,optimization,52,0.38930737749665845,11.956576881749827,-11.956576881749827,-11.895509335438284,10.243294614664187,1.7132822670856402,1.5175918610002554,36,1.1399694584003939 1.7080981890695028 1.763792225191544
ackley,W-DBO,0,600.0,optimization,53,0.3918366972649922,11.212633481103818,-11.212633481103818,-11.346971051996032,10.068922714475667,1.1437107666281516,2.2050271500002054,36,0.3091181726706935 0.9469928915478221 1.9493284979950332
ackley,W-DBO,0,600.0,optimization,54,0.39551174251499255,11.166805244888055,-11.166805244888055,-11.41012871602546,10.547902244709551,0.6189030001785039,4.147689417000038,37,-0.10573230815844425 1.0649472574477556 1.2022270023085113
ackley,W-DBO,0,600.0,optimization,55,0.4024245582099926,10.500942169974973,-10.500942169974973,-10.747383760082249,9.873250434327488,0.6276917356474847,4.7359340069997415,37,0.06641944732442084 1.0812536547281724 1.191794192362444
ackley,W-DBO,0,600.0,optimization,56,0.4103177815549922,9.783850813357091,-9.783850813357091,-9.72042889251797,9.369620307506532,0.41423050585055954,4.803333513000325,36,0.06544308814157063 1.123852252834368 0.9514588358509641
ackley,W-DBO,0,600.0,optimization,57,0.4183233374099927,9.627532949272055,-9.627532949272055,-9.542785495823253,8.666733810856744,0.960799138415311,4.121203667999907,36,-0.21274438833386 0.9523565432479941 0.27179785586314864
ackley,W-DBO,0,600.0,optimization,58,0.4251920101899926,9.532754283123468,-9.532754283123468,-9.220282390307958,8.082444704141519,1.4503095789819493,3.6717663859999448,36,-0.39112227614009853 0.5838650945876651 0.10281571506413911
ackley,W-DBO,0,600.0,optimization,59,0.43131162083332586,9.003689404501367,-9.003689404501367,-9.006977179655596,8.096706819654191,0.9069825848471762,5.027234020999458,35,-0.7158268272145953 0.2498874265063904 0.13726270488985648
ackley,W-DBO,0,600.0,optimization,60,0.43969034420165826,8.037638438156302,-8.037638438156302,-7.791471246383334,6.640447873260953,1.3971905648953484,4.831554442000197,35,-0.09100809363133067 0.7781053256747654 0.6172774550022595
ackley,W-DBO,0,600.0,optimization,61,0.44774293493832523,20.982190631338202,-20.982190631338202,-20.65086175712686,6.562796459422302,14.4193941719159,3.5028223599993,34,-13.434626534820808 -23.505691930000623 5.707315824752584
ackley,W-DBO,0,600.0,optimization,62,0.4535809722049908,7.649343090598499,-7.649343090598499,-7.377580526134014,5.151702734853778,2.4976403557447213,5.699094576999414,33,0.4491232489900767 0.8592480436913519 1.4887561612583298
ackley,W-DBO,0,600.0,optimization,63,0.46307946316665644,6.911365844076073,-6.911365844076073,-7.470242787626173,5.128428207404763,1.7829376366713099,3.5783954339995034,33,0.04726198797077785 1.4789012468690288 0.7280697379246632
ackley,W-DBO,0,600.0,optimization,64,0.4690434555566556,5.2880385535837675,-5.2880385535837675,-4.997723638973481,3.599324636449286,1.6887139171344816,5.892328994999843,32,0.5874174874781772 0.08141869492569498 1.085692678163717
ackley,W-DBO,0,600.0,optimization,65,0.47886400388165534,8.688423784804526,-8.688423784804526,-8.608177947610091,3.4272262140635807,5.261197570740945,2.543830464000166,32,0.13227298992183023 -3.4597408230006224 1.7003441233030756
ackley,W-DBO,0,600.0,optimization,66,0.48310372132165563,5.67929397568134,-5.67929397568134,-5.579164754308026,2.135400395587617,3.5438935800937226,2.35486793400014,33,1.5050893700253667 -0.6161318446517505 0.403178601966971
ackley,W-DBO,0,600.0,optimization,67,0.48702850121165586,4.805304749749169,-4.805304749749169,-4.717590674599731,1.923046998055828,2.882257751693341,4.751057098000274,33,0.509912585773705 -0.3540085748542374 1.188034940830832
ackley,W-DBO,0,600.0,optimization,68,0.494946929708323,4.319274697305872,-4.319274697305872,-4.228836360275962,1.4606119379625437,2.858662759343328,3.0561735000001136,33,0.49364130762245395 -0.34209372038788644 1.059657012329481
ackley,W-DBO,0,600.0,optimization,69,0.5000405522083232,3.7800619960497923,-3.7800619960497923,-3.7045904075290292,0.005280360849809984,3.7747816351999823,3.4801938880000307,34,0.4733715674962369 -0.3192136457675687 1.027018622096108
ackley,W-DBO,0,600.0,optimization,70,0.5058408753549899,4.0668946892686755,-4.0668946892686755,-4.1516991714086675,1.6757935266745645,2.391101162594111,5.175517785000011,34,0.431427714735797 -0.27763298347714027 0.9512616915440404
ackley,W-DBO,0,600.0,optimization,71,0.5144667383299899,5.120902118458471,-5.120902118458471,-5.570222867679314,1.8400378138456657,3.280864304612805,3.9795143769997594,34,0.6977793334042559 -0.3310731051648297 1.3386774103100834
ackley,W-DBO,0,600.0,optimization,72,0.5210992622916562,4.498086190911902,-4.498086190911902,-4.523820698041813,3.417707119214715,1.080379071697187,2.6388160260003133,35,-0.06833058908614831 -0.5644492191237411 0.17521296069038073
ackley,W-DBO,0,600.0,optimization,73,0.5254972890016567,5.264360870382607,-5.264360870382607,-5.454267629401213,3.9417969333469505,1.3225639370356563,4.267613158000131,35,0.1193291260762166 -0.4503063304757582 0.39904852143665437
ackley,W-DBO,0,600.0,optimization,74,0.5326099775983236,5.6755744616692425,-5.6755744616692425,-5.420352109509,3.8646179605079465,1.810956501161296,4.527334054999301,36,-0.1040950349796681 -0.5164600424155559 0.7035368607897894
ackley,W-DBO,0,600.0,optimization,75,0.5401555343566558,6.868972856148556,-6.868972856148556,-6.937202964694887,5.562478319011394,1.3064945371371621,5.035633583999697,35,0.3157510861258359 -0.4079623869153721 0.3601655245738513
ackley,W-DBO,0,600.0,optimization,76,0.5485482569966552,7.682452519927635,-7.682452519927635,-7.662728859150245,5.485608221462034,2.196844298465601,4.941230346999873,35,-1.5812068053106074 -0.9437715246490725 0.7313969005668994
ackley,W-DBO,0,600.0,optimization,77,0.5567836409083217,8.182017931645577,-8.182017931645577,-8.382763881640958,7.01971280938881,1.1623051222567664,7.2462061039996115,34,-0.23371944897914076 -1.1188998683907876 0.35540436587074
ackley,W-DBO,0,600.0,optimization,78,0.5688606510816544,9.412907840514237,-9.412907840514237,-9.533558351177833,8.12824434519581,1.2846634953184264,7.431787018999785,33,-0.9032958130829556 0.43998866195434516 0.5235795920947197
ackley,W-DBO,0,600.0,optimization,79,0.5812469627799873,10.557225467701867,-10.557225467701867,-10.559950513835714,8.539945148061737,2.0172803196401308,5.156737741999677,32,-1.585778079888211 -1.0985604830328342 -1.6766817236734184
ackley,W-DBO,0,600.0,optimization,80,0.5898415256833202,10.185487850959419,-10.185487850959419,-10.536454143622011,9.347497560544351,0.8379902904150676,6.8959326720005265,32,-0.8087658731951706 -1.0219068437239542 0.7938770412670877
ackley,W-DBO,0,600.0,optimization,81,0.601334746803321,12.085930374370152,-12.085930374370152,-12.014884122257675,10.611686690711132,1.4742436836590205,5.274821130999953,31,-4.163498976261341 -1.038850780955979 0.03594613882247444
ackley,W-DBO,0,600.0,optimization,82,0.6101261153549876,12.133433250668599,-12.133433250668599,-12.158496134404187,10.146512339914278,1.9869209107543213,4.1170619599997735,31,-0.4840459223149125 -0.27605865576905586 -0.5109121353786925
ackley,W-DBO,0,600.0,optimization,83,0.6169878852883206,14.277737958941257,-14.277737958941257,-14.557901306564185,11.608824790837161,2.668913168104096,4.3593173220006065,31,-3.1115860856492823 -4.696188588770809 -1.6011143707624527
ackley,W-DBO,0,600.0,optimization,84,0.6242534141583216,13.418691041810204,-13.418691041810204,-13.985348480703367,11.000605631415059,2.418085410395145,3.944821637000132,31,-2.8056205619664674 -0.35752173463103176 4.08379496603321
ackley,W-DBO,0,600.0,optimization,85,0.6308281168866552,15.337381010885139,-15.337381010885139,-15.216156415726791,12.28278021745946,3.0546007934256796,7.563278943999649,30,-5.576662267781639 1.456413379758736 -4.021268608988066
ackley,W-DBO,0,600.0,optimization,86,0.6434335817933212,14.861398832215926,-14.861398832215926,-14.931712358394353,12.376130757462416,2.4852680747535096,6.504787523000232,28,6.817755142681989 0.7766515703058161 0.8664856804980516
ackley,W-DBO,0,600.0,optimization,87,0.654274894331655,17.94872779637339,-17.94872779637339,-18.073958842265267,12.74470672788699,5.2040210684864,8.013191746999837,26,9.079732581327256 1.4071146801917749 -11.88751454270054
ackley,W-DBO,0,600.0,optimization,88,0.667630213909988,14.891947957053105,-14.891947957053105,-14.94774686618574,13.831142829206001,1.0608051278471038,9.019403082999816,24,-2.1710154354699043 -0.9735151622078 0.37627053640797925
ackley,W-DBO,0,600.0,optimization,89,0.6826625523816544,19.100431186631123,-19.100431186631123,-18.671231996126313,14.572978324580156,4.527452862050968,6.295505543999752,22,10.183963322788394 3.293849324912358 13.951264438785572
ackley,W-DBO,0,600.0,optimization,90,0.693155061621654,20.497020537635297,-20.497020537635297,-20.50878757243367,15.107545167126414,5.389475370508883,3.2090159010003845,22,-24.296371417835424 4.264409479410062 3.9713495341460074
ackley,W-DBO,0,600.0,optimization,91,0.6985034214566546,21.204617753684154,-21.204617753684154,-21.18415124668557,15.131965900047632,6.072651853636522,2.41063241700067,22,32.0 32.0 -6.342183644438645
ackley,W-DBO,0,600.0,optimization,92,0.7025211421516557,19.84290588335713,-19.84290588335713,-20.194273307236546,14.548122371728011,5.294783511629118,2.439239604999784,23,19.046853171657496 -7.348025041598472 0.5249134433069216
ackley,W-DBO,0,600.0,optimization,93,0.706586541493322,19.11396427567676,-19.11396427567676,-18.724728955871743,15.173805275306226,3.940159000370535,3.9327591940000275,23,6.511703563137999 11.45076095322274 -0.5734680933051948
ackley,W-DBO,0,600.0,optimization,94,0.7131411401499888,20.844478045115427,-20.844478045115427,-20.627692845306413,15.798671376492056,5.045806668623371,1.6475979910001115,24,-32.0 32.0 -32.0
ackley,W-DBO,0,600.0,optimization,95,0.7158871368016556,20.308212125053533,-20.308212125053533,-20.05611543005528,15.35118431616774,4.957027808885792,2.9202482210002927,24,32.0 -32.0 -32.0
ackley,W-DBO,0,600.0,optimization,96,0.7207542171699894,20.135573671297962,-20.135573671297962,-20.12430949918056,15.33209984820083,4.803473823097132,1.948547573999349,25,32.0 -32.0 32.0
ackley,W-DBO,0,600.0,optimization,97,0.7240017964599883,17.351707812540024,-17.351707812540024,-17.135119480990184,16.088131719923464,1.2635760926165602,4.43966634499975,26,2.673351074059944 0.41675567951711656 2.080128322839485
ackley,W-DBO,0,600.0,optimization,98,0.7314012403683212,20.333804251361066,-20.333804251361066,-20.246156472626595,15.849943132478597,4.483861118882469,2.931861580000259,26,-32.0 32.0 32.0
ackley,W-DBO,0,600.0,optimization,99,0.7362876763349884,20.142129055658096,-20.142129055658096,-19.99724397905432,15.77640509267636,4.365723962981736,2.929275743999824,26,32.0 15.08747767058086 32.0
ackley,W-DBO,0,600.0,optimization,100,0.7411698025749881,20.963784860491465,-20.963784860491465,-20.999745201654964,16.762472071223552,4.201312789267913,2.083224619000248,27,-3.1875208049302977 -10.833781303921572 -32.0
ackley,W-DBO,0,600.0,optimization,101,0.7446418436066551,20.810758184971455,-20.810758184971455,-21.159010259197963,16.69501265728337,4.115745527688084,2.5788158060004207,28,-32.0 -32.0 32.0
ackley,W-DBO,0,600.0,optimization,102,0.7489398699499892,20.56046854610494,-20.56046854610494,-20.317369563461504,15.994725662086541,4.565742884018398,2.9305572630000825,28,5.272809684553444 32.0 32.0
ackley,W-DBO,0,600.0,optimization,103,0.7538241320549893,21.022489832103442,-21.022489832103442,-21.479684497335022,16.643432197038955,4.379057635064488,1.5311012129996016,29,32.0 4.698886467597347 -32.0
ackley,W-DBO,0,600.0,optimization,104,0.7563759674099887,21.22130922196944,-21.22130922196944,-21.278001756540757,17.124830972460273,4.096478249509168,1.6357121689998166,30,6.384180091752448 -9.122993809249241 32.0
ackley,W-DBO,0,600.0,optimization,105,0.7591021543583216,18.99963360827356,-18.99963360827356,-19.04795843575164,17.205037978763606,1.7945956295099528,4.26112858200031,30,-5.616382256147922 4.63651565582439 1.3926798013127097
ackley,W-DBO,0,600.0,optimization,106,0.7662040353283222,20.598625651081143,-20.598625651081143,-20.84503393992595,16.378121421597946,4.220504229483197,1.5792051599992192,31,1.7050632669569339 32.0 -32.0
ackley,W-DBO,0,600.0,optimization,107,0.7688360439283208,20.721532313677553,-20.721532313677553,-20.576662817818566,16.870738724785614,3.850793588891939,3.18635729000016,31,-32.0 -32.0 -15.212820148800503
ackley,W-DBO,0,600.0,optimization,108,0.7741466394116545,20.93562820959094,-20.93562820959094,-20.982962360153568,17.593089635934124,3.3425385736568174,1.9669270700005654,32,32.0 -32.0 -1.930896728007049
ackley,W-DBO,0,600.0,optimization,109,0.7774248511949887,21.146999871512808,-21.146999871512808,-21.250223661866226,17.196044009702238,3.95095586181057,3.2922213230003763,32,-32.0 32.0 1.3603431533624217
ackley,W-DBO,0,600.0,optimization,110,0.7829118867333227,20.581321174690498,-20.581321174690498,-20.458492325100565,16.871322409839696,3.709998764850802,3.2507513549999203,32,-32.0 -0.7430016208342707 -32.0
