benchmark,method,seed,duration_seconds,phase,iteration,normalized_time,loss,objective,observed_objective,optimum_loss,instantaneous_regret,response_seconds,dataset_size,spatial_x
ackley,W-DBO,0,600.0,optimization,111,0.7883298056583226,21.436012437623564,-21.436012437623564,-21.548619125009694,17.8921786610606,3.5438337765629626,1.8380633799997668,33,-32.0 3.3413806437920996 32.0
ackley,W-DBO,0,600.0,optimization,112,0.7913932446249888,21.344070403210996,-21.344070403210996,-21.015880490308096,17.794336810179875,3.549733593031121,3.268973553000251,33,32.0 32.0 23.684840039786735
ackley,W-DBO,0,600.0,optimization,113,0.7968415338799892,19.860747295053386,-19.860747295053386,-19.777705053312914,17.008048380489143,2.852698914564243,2.3611302479994265,34,6.990224823155458 -32.0 -32.0
ackley,W-DBO,0,600.0,optimization,114,0.8007767509599883,20.897888252087487,-20.897888252087487,-21.009964239111195,17.682724947019096,3.2151633050683905,2.8763483759994415,34,0.36685980166028287 -32.0 -4.079392573491923
ackley,W-DBO,0,600.0,optimization,115,0.8055706649199874,21.36405027765988,-21.36405027765988,-21.82344362003196,18.214194270922736,3.1498560067371457,2.124762520999866,35,-20.27335381785044 -32.0 -32.0
ackley,W-DBO,0,600.0,optimization,116,0.8091119357883205,20.80408179407838,-20.80408179407838,-21.11307934304552,17.722877379558057,3.0812044145203252,2.0039107510001486,36,32.0 -8.766452706909906 32.0
ackley,W-DBO,0,600.0,optimization,117,0.8124517870399874,19.43783745443863,-19.43783745443863,-19.181039727290084,17.2925867282315,2.1452507262071308,1.739615813000455,37,0.5777934272180971 -6.27828104970359 -0.37653544554879304
ackley,W-DBO,0,600.0,optimization,118,0.8153511467283215,20.316934609969884,-20.316934609969884,-20.32889140082785,17.714037626999186,2.602896982970698,3.0912973249996867,37,32.0 32.0 -32.0
ackley,W-DBO,0,600.0,optimization,119,0.8205033089366544,21.014100936422253,-21.014100936422253,-21.08099807844679,18.496791561370692,2.5173093750515605,4.5721066189998965,35,-32.0 32.0 32.0
ackley,W-DBO,0,600.0,optimization,120,0.8281234866349875,18.709485317102043,-18.709485317102043,-18.32121578555704,17.550847839540324,1.1586374775617188,2.9420604440001625,35,0.02997280958795301 -1.7430471715829192 8.89482770160911
ackley,W-DBO,0,600.0,optimization,121,0.8330269207083211,20.42160489730658,-20.42160489730658,-20.724670853132608,18.424349706163902,1.9972551911426777,1.7436607050003659,36,-5.574985285225846 -6.539369406402081 10.981672267145022
ackley,W-DBO,0,600.0,optimization,122,0.8359330218833217,20.158967935332864,-20.158967935332864,-20.297347887385964,18.739809964442774,1.4191579708900903,2.569622177000383,37,5.483224786656372 3.060958824209962 7.344928839141559
ackley,W-DBO,0,600.0,optimization,123,0.8402157255116557,19.252876151187586,-19.252876151187586,-19.364539754179706,18.254163452672778,0.998712698514808,3.3244782249994387,37,-1.4503134598678322 -1.1040697251871023 2.9412068983812816
ackley,W-DBO,0,600.0,optimization,124,0.8457565225533213,19.54668142945384,-19.54668142945384,-19.408140928623453,18.013815239551246,1.5328661899025953,2.5979197840006236,38,1.6872181386837397 -0.16178375930063638 -3.6487587131391237
ackley,W-DBO,0,600.0,optimization,125,0.8500863888599891,19.801767914762316,-19.801767914762316,-19.95854883521062,18.869532083610064,0.9322358311522514,3.483065252000415,38,0.26975062037383424 -1.6215054154784774 3.016705007499901
ackley,W-DBO,0,600.0,optimization,126,0.8558914976133232,20.59739816710992,-20.59739816710992,-20.742337297951714,18.459440017223205,2.137958149886714,2.092635361000248,39,20.13250080442532 -32.0 -32.0
ackley,W-DBO,0,600.0,optimization,127,0.8593792232149902,19.961746553238545,-19.961746553238545,-20.341013245561587,17.994878301851493,1.9668682513870515,2.3751076260004993,40,4.802542085297652 1.7373521846631093 -13.227028627980634
ackley,W-DBO,0,600.0,optimization,128,0.8633377359249911,20.032206060822652,-20.032206060822652,-19.859874478138554,18.6583062642432,1.373899796579451,3.161194804999468,40,-0.7571193385224078 -0.59421782287626 3.7301446211853246
ackley,W-DBO,0,600.0,optimization,129,0.8686063939333235,20.939919777429875,-20.939919777429875,-20.74944416896083,19.112817226135327,1.8271025512945478,2.0370415089992093,41,-32.0 17.05914557183481 -32.0
ackley,W-DBO,0,600.0,optimization,130,0.8720014631149888,20.355672829006867,-20.355672829006867,-20.46823171831465,18.554159720593077,1.8015131084137899,2.6477567030005957,42,32.0 -32.0 32.0
ackley,W-DBO,0,600.0,optimization,131,0.8764143909533232,21.417622421938667,-21.417622421938667,-21.379028256816163,18.306897855784626,3.1107245661540404,3.43756994100022,42,0.48645543346945175 32.0 15.38266498298919
ackley,W-DBO,0,600.0,optimization,132,0.8821436741883235,20.779218814736534,-20.779218814736534,-21.084646845469695,19.321400845229128,1.4578179695074063,2.6583650600005058,43,6.553490389371731 -8.295394399473459 6.1821739001148615
ackley,W-DBO,0,600.0,optimization,133,0.8865742826216577,20.909656933603042,-20.909656933603042,-21.021137531571263,18.946971858065105,1.9626850755379373,1.6638829330004228,44,2.776754727754856 -32.0 -32.0
ackley,W-DBO,0,600.0,optimization,134,0.8893474208433251,19.98616095944513,-19.98616095944513,-19.660576997580513,18.431146829718422,1.5550141297267075,2.9835000590001073,44,-9.270509263153045 -3.1709165352569997 -9.853930532219682
ackley,W-DBO,0,600.0,optimization,135,0.8943199209416586,20.971741369313257,-20.971741369313257,-20.93967074295529,18.952546711793865,2.0191946575193924,2.0717722059998778,45,-12.488234725746551 5.26313332473925 -14.129027479443604
ackley,W-DBO,0,600.0,optimization,136,0.897772874618325,20.865886545036393,-20.865886545036393,-20.31999099201098,19.48657202751819,1.3793145175182033,2.001187451000078,46,-5.971780965417718 -8.678098086151554 -7.503131773108681
ackley,W-DBO,0,600.0,optimization,137,0.9011081870366585,20.802183434630827,-20.802183434630827,-20.988182313064208,19.303933862092496,1.498249572538331,2.8651947660000587,46,32.0 15.076056207781022 32.0
ackley,W-DBO,0,600.0,optimization,138,0.9058835116466586,19.792100865961604,-19.792100865961604,-19.65499054354257,18.518396614447408,1.2737042515141965,1.8774807170002532,47,-32.0 -13.012982638975682 -9.961665340108471
ackley,W-DBO,0,600.0,optimization,139,0.9090126461749923,21.61443649484877,-21.61443649484877,-21.66063085457381,18.893418299770154,2.721018195078617,1.623881249999613,48,-32.0 -20.552819993857874 -2.4235700685624586
ackley,W-DBO,0,600.0,optimization,140,0.9117191149249917,21.278186080209807,-21.278186080209807,-21.144493936886406,19.456268547105243,1.821917533104564,2.232277671000702,49,-32.0 -6.661294582401993 -17.950385840624
ackley,W-DBO,0,600.0,optimization,141,0.9154395777099928,20.49241451386486,-20.49241451386486,-20.494118422878085,19.60617170769002,0.8862428061748382,3.1495484569995824,49,-4.350113163483602 0.7714881346887381 -1.1061009963400856
ackley,W-DBO,0,600.0,optimization,142,0.9206888251383255,20.94764226645647,-20.94764226645647,-21.080242852723305,18.720451353875458,2.227190912581012,2.127203097000347,50,20.61152114655166 32.0 -32.0
ackley,W-DBO,0,600.0,optimization,143,0.9242341636333261,20.904005332615103,-20.904005332615103,-21.109006898853654,18.945288620423344,1.9587167121917588,2.371581807000439,51,32.0 -21.30719290342399 -32.0
ackley,W-DBO,0,600.0,optimization,144,0.9281867999783269,20.83048815853587,-20.83048815853587,-20.106041191283744,19.704230796251277,1.1262573622845942,2.9458116289997633,51,-16.89679513154573 -9.8335849459313 -10.15646221131177
ackley,W-DBO,0,600.0,optimization,145,0.9330964860266597,20.53549394382858,-20.53549394382858,-20.55376913056575,19.452875813737293,1.0826181300912872,2.3197572910003146,52,-3.5543046066526003 1.1661639149990748 3.8558355903829167
ackley,W-DBO,0,600.0,optimization,146,0.9369627481783269,20.324077827321897,-20.324077827321897,-20.800576918937235,18.79536149762018,1.528716329701716,3.8515933879998556,52,-11.326223042264118 -6.883764535651974 -7.16353843881701
ackley,W-DBO,0,600.0,optimization,147,0.9433820704916601,21.562594559751634,-21.562594559751634,-21.71584671663845,19.775884431667315,1.7867101280843194,1.912926757000605,53,16.53600852435018 -32.0 32.0
ackley,W-DBO,0,600.0,optimization,148,0.9465702817533277,21.58958490911688,-21.58958490911688,-21.429376840591317,19.86952620004012,1.7200587090767598,2.2149696960004803,54,-20.420657958408302 32.0 -32.0
ackley,W-DBO,0,600.0,optimization,149,0.9502618979133285,20.382420353073147,-20.382420353073147,-20.500562966437116,19.253557489474055,1.1288628635990925,3.3413067869996667,54,0.8599372914735639 -0.3047953008337245 -4.784876504321222
ackley,W-DBO,0,600.0,optimization,150,0.955830742558328,21.482887870954844,-21.482887870954844,-21.161439953208806,19.259197377240742,2.223690493714102,2.434883775000344,55,-19.409381981120312 -14.383164019977006 -16.117361188715577
ackley,W-DBO,0,600.0,optimization,151,0.9598888821833286,20.995091982651335,-20.995091982651335,-20.758244074245045,19.979214440400717,1.0158775422506174,2.246060490000673,56,14.06812330911874 32.0 32.0
ackley,W-DBO,0,600.0,optimization,152,0.9636323163333297,21.456850387653386,-21.456850387653386,-21.492845149657583,19.806184889185065,1.650665498468321,3.391993571999592,56,32.0 12.319116161473367 -3.237063434660179
ackley,W-DBO,0,600.0,optimization,153,0.969285638953329,20.89398293448396,-20.89398293448396,-21.005558703709195,19.023324230141956,1.8706587043420058,1.8050636210000448,57,-32.0 -1.5055112123306529 -3.9130416609205554
ackley,W-DBO,0,600.0,optimization,154,0.9722940783216624,21.682668288655588,-21.682668288655588,-21.920083918077857,19.549654767081353,2.1330135215742345,2.0405389729994567,58,-3.6087988978663716 16.478187611296747 32.0
ackley,W-DBO,0,600.0,optimization,155,0.9756949766099948,21.008677936048734,-21.008677936048734,-21.174066899689837,20.092093337561444,0.9165845984872902,2.3518651150006917,59,32.0 32.0 -32.0
ackley,W-DBO,0,600.0,optimization,156,0.9796147518016627,21.513133783750032,-21.513133783750032,-21.861209858370405,19.843332348667037,1.669801435082995,3.5638875209997423,59,15.83845848770288 -32.0 -20.58707668332411
ackley,W-DBO,0,600.0,optimization,157,0.9855545643366622,20.039213917473443,-20.039213917473443,-19.75463766642646,19.179791753766313,0.85942216370713,1.7890866079997068,60,32.0 32.0 32.0
ackley,W-DBO,0,600.0,optimization,158,0.9885363753499951,20.620333562260814,-20.620333562260814,-20.244480805389898,19.777490411047243,0.8428431512135717,1.9163561109999137,61,32.0 32.0 32.0
ackley,W-DBO,0,600.0,optimization,159,0.9917303022016616,21.028482817222763,-21.028482817222763,-21.325284679860093,20.203045502606592,0.8254373146161704,3.153721439000037,61,32.0 32.0 32.0
ackley,W-DBO,0,600.0,optimization,160,0.9969865045999949,20.38510678652779,-20.38510678652779,-20.66431630710747,19.575806767502872,0.8093000190249171,1.989987261999886,62,32.0 32.0 17.059392298079665
